Date         PM25    PBLH     PBLHm    T2         SPD     RAIN
2019090100   32.0483 776.0157 105.7063 294.5649   3.1127   0.0149
2019090200   43.1709 728.7465  57.0080 295.8141   3.4945   0.0165
2019090300   46.2932 674.1273  90.3266 295.2432   3.0495   0.0142
2019090400   47.0275 548.0718  66.7228 292.9793   3.2522   0.0314
2019090500   50.1959 443.2495  32.8232 292.3640   2.8462   0.0182
2019090600   57.7483 482.2607  98.9991 293.4502   3.0448   0.0267
2019090700   50.0457 484.2684  18.6401 293.9953   3.8207   0.0265
2019090800   46.7328 669.1655  84.2835 297.9432   2.8358   0.0324
2019090900   52.5818 541.1260  53.9548 294.4379   3.4628   0.4009
2019091000   22.6483 371.6886   3.1124 291.3003   3.5147   0.1695
2019091100   22.6034 558.9958  95.0612 293.0888   2.8065   0.0893
2019091200   30.6373 614.5044  54.6059 294.3547   3.5336   0.7511
2019091300   24.3183 598.0654 109.7981 294.1403   4.0505   0.0374
2019091400   24.4508 809.2704  95.1700 293.1279   2.5506   0.0000
2019091500   29.3211 738.5735  11.1132 293.5375   4.1029   0.0010
2019091600   24.1369 561.1287  44.8278 290.6039   3.3963   0.0020
2019091700   31.4234 789.8856  19.7018 291.9735   4.4212   0.0059
2019091800   20.2192 514.2064  96.7043 288.4302   2.7375   0.0038
2019091900   30.9189 502.7369  46.2536 293.0583   3.7163   0.0062
2019092000   44.0173 727.7861 105.3920 293.7205   2.6615   0.0323
2019092100   56.9011 604.5037  30.2897 292.2896   2.8450   0.0409
2019092200   53.1726 574.7876 132.3368 291.2881   2.6582   0.0315
2019092300   30.9294 752.6937 107.5707 294.4627   3.5509   0.0233
2019092400   24.7246 651.4431  84.7455 293.6559   3.3193   0.0177
2019092500   30.9286 626.3407 194.6355 293.9470   2.5464   0.0149
2019092600   39.7986 665.4297  57.0652 293.6173   2.6573   0.0130
2019092700   48.6276 653.3648  49.0918 293.0622   3.0230   0.0156
2019092800   55.2520 746.9403  40.2455 294.6667   3.0968   0.0132
2019092900   58.0500 724.0959 108.7558 295.3779   2.7619   0.0106
2019093000   61.5128 720.7263  95.4567 295.8403   2.9593   0.0090
2019100100   57.1412 742.2820 100.9118 295.6016   3.1528   0.0087
2019100200   56.1024 595.2423  76.3949 295.4258   3.0194   0.0056
2019100300   46.6956 725.8865  55.5884 293.4910   4.8671   0.1680
2019100400   17.6652 555.9459  17.9340 282.3961   4.9463   0.0918
2019100500   19.1665 579.6883  64.7926 284.5629   2.8314   0.0000
2019100600   30.8756 467.6207  11.6171 286.0267   3.2337   0.0001
2019100700   23.5113 901.9783  14.3772 287.9300   4.7138   0.0000
2019100800   22.6261 464.0961  63.1328 284.7862   3.0850   0.0000
2019100900   40.0499 642.3265   9.9256 290.7991   3.9124   0.0000
