Date      Type   Dir      SF       WF       ZS       ZW       F       Z
2016010120  C    235.5803   2.8582   4.1713   4.6163   5.9066   5.0566  10.5229
2016010121  UD   212.9826   2.8097   1.8234   0.7850   3.0916   3.3495   3.8766
2016010122  C    191.5407   2.6986   0.5510   1.3611   6.8194   2.7542   8.1805
2016010123  C    203.2829   3.0311   1.3043   0.7253   6.4036   3.2998   7.1289
2016010200  C    207.5420   3.1308   1.6327   0.1741   7.3211   3.5309   7.4952
2016010201  C    201.0822   3.2130   1.2386   2.0322   7.7141   3.4435   9.7463
2016010202  UD   172.9697   1.2947  -0.1597  -0.6813   4.7151   1.3045   4.0338
2016010203  C    173.0556   2.3703  -0.2887   0.0505   7.0564   2.3878   7.1069
2016010204  UD   118.7444   1.8483  -3.3698  -0.5464   4.9935   3.8434   4.4471
2016010205  UD   119.9723   1.4883  -2.5807  -0.2075   5.9658   2.9792   5.7583
2016010206  UD   122.6054   2.4376  -3.8109  -1.7721   3.7592   4.5238   1.9871
2016010207  UD   118.6341   1.9180  -3.5129  -0.0169   4.9025   4.0024   4.8856
2016010208  UD   118.9221   1.0120  -1.8315   0.2156   5.5105   2.0925   5.7261
2016010209  UD   106.6359   1.6153  -5.4059  -0.5031   4.2061   5.6420   3.7030
2016010210  UD   114.7104   2.1167  -4.5999  -1.0147   2.8787   5.0636   1.8640
2016010211  UD   120.6927   2.1338  -3.5947  -1.6177   5.0395   4.1803   3.4218
2016010212  UD   118.2922   1.8498  -3.4365  -1.8446   3.8799   3.9027   2.0353
2016010213  C    141.0799   2.6902  -2.1722  -0.2256   7.6438   3.4577   7.4182
2016010214  UD   142.3998   2.6638  -2.0515   0.5075   3.0029   3.3622   3.5105
2016010215  CSE  126.9503   2.9269  -3.8911   1.0317   5.0941   4.8690   6.1258
2016010216  UD   134.6754   2.7217  -2.7527   0.2458   1.2267   3.8711   1.4725
2016010217  UD   142.6499   2.2459  -1.7140   1.0975   4.1013   2.8252   5.1989
2016010218  UD   124.5321   2.3905  -3.4741   0.4335   1.0897   4.2171   1.5232
2016010219  UD   123.1225   2.3270  -3.5665  -1.2728   1.9780   4.2585   0.7052
2016010220  UD   105.3443   0.6824  -2.4870  -0.0044   1.7163   2.5789   1.7119
2016010221  UD   105.6420   1.0725  -3.8306   0.2786   0.8498   3.9779   1.1284
2016010222  UD   101.9835   1.0074  -4.7463  -1.6832   2.0281   4.8521   0.3449
2016010223  UD    95.7738   0.2831  -2.7994  -1.4423   1.9011   2.8137   0.4588
2016010300  UD   101.8841   0.6264  -2.9764  -1.0183   1.6105   3.0416   0.5922
2016010301  UD   101.0857   0.5667  -2.8922  -2.2789   2.6981   2.9471   0.4192
2016010302  UD    78.1888  -0.5908  -2.8251  -0.6719   2.1287   2.8862   1.4569
2016010303  UD    89.6652  -0.0182  -3.1184  -2.5859  -3.0736   3.1185  -5.6595
2016010304  E     80.5757  -1.0231  -6.1636  -0.4604   3.4657   6.2479   3.0053
2016010305  UD    64.7535  -1.4563  -3.0883  -2.1852  -0.2168   3.4144  -2.4021
2016010306  UD    75.9376  -1.1402  -4.5518  -2.5201  -2.5574   4.6924  -5.0774
