Date      Type   Dir      SF       WF       ZS       ZW       F       Z
2016090100  C    325.6453  -5.8303   3.9853   9.1154   7.8077   7.0622  16.9231
2016090101  C    340.7798  -5.0483   1.7600   7.1803   6.9672   5.3463  14.1475
2016090102  CNW  318.7100  -4.6858   4.1151   8.4435   3.6806   6.2362  12.1240
2016090103  C    329.3718  -5.9571   3.5270   8.6483   5.9612   6.9229  14.6095
2016090104  C    338.4279  -5.2155   2.0620   8.0161   5.4320   5.6083  13.4482
2016090105  C    340.1794  -4.4423   1.6011   9.0798   7.1068   4.7220  16.1866
2016090106  C    329.4870  -4.4207   2.6053   9.9362   6.0122   5.1313  15.9484
2016090107  C    336.8701  -4.3557   1.8605   7.5379   2.8583   4.7364  10.3962
2016090108  C    327.8540  -3.0332   1.9061   9.3719   5.8710   3.5824  15.2429
2016090109  C    344.7698  -3.5059   0.9545   7.9853   4.8863   3.6336  12.8716
2016090110  C    321.4387  -2.8658   2.2846   9.3298   5.8498   3.6650  15.1796
2016090111  C    320.4333  -2.4466   2.0216   9.3692   4.7369   3.1738  14.1061
2016090112  C    325.4636  -3.3475   2.3038  10.3955   4.6644   4.0637  15.0599
2016090113  C     17.1490  -3.4331  -1.0594   8.2527   6.3592   3.5929  14.6119
2016090114  C    324.1863  -3.2004   2.3094   9.7868   0.4188   3.9466  10.2056
2016090115  C    337.1238  -4.4416   1.8740   6.8797   3.6430   4.8208  10.5227
2016090116  C      1.7270  -3.6722  -0.1107   9.0562   2.5340   3.6739  11.5902
2016090117  C    348.5933  -3.8595   0.7787  10.4969   3.5423   3.9373  14.0392
2016090118  C     14.2498  -3.7386  -0.9495  10.4785   1.0329   3.8573  11.5113
2016090119  C     11.9474  -3.3985  -0.7191   9.4053  -0.2445   3.4738   9.1608
2016090120  C    349.0323  -2.8314   0.5487   9.5239   0.2714   2.8840   9.7953
2016090121  C     16.1301  -2.8801  -0.8329   9.3757  -2.2077   2.9982   7.1679
2016090122  C     10.6315  -2.6558  -0.4985   8.7224   0.8128   2.7022   9.5352
2016090123  C    354.6020  -2.1580   0.2039   9.7031  -2.3560   2.1677   7.3471
2016090200  C    340.4908  -2.4335   0.8622  10.0809  -0.3015   2.5817   9.7795
2016090201  C     17.0973  -2.7260  -0.8385   9.6589   0.1347   2.8521   9.7936
2016090202  C     15.1609  -2.3127  -0.6266  10.9420  -0.5782   2.3961  10.3638
2016090203  C      8.5992  -2.6744  -0.4044   7.7856  -0.7959   2.7048   6.9897
2016090204  C     49.8382  -1.4038  -1.6635  10.6157  -1.8634   2.1766   8.7522
2016090205  C     17.9853  -1.3228  -0.4294  10.1255   1.9277   1.3908  12.0531
2016090206  C     27.5180  -1.3184  -0.6868   9.5649  -0.6404   1.4866   8.9245
2016090207  C    338.2292  -0.6347   0.2535   7.3814  -0.3200   0.6834   7.0614
2016090208  C    294.9157  -0.8014   1.7253  10.7398   0.2164   1.9023  10.9561
2016090209  C     22.5162  -0.4087  -0.1694   9.7095   1.1657   0.4424  10.8752
2016090210  C    303.4685  -0.4020   0.6080  10.8464   3.0192   0.7289  13.8656
2016090211  C    264.5601   0.1350   1.4177   9.4877   1.5602   1.4241  11.0479
2016090212  C    305.5335  -0.7596   1.0637  10.3760   3.5353   1.3071  13.9113
2016090213  C     55.4092  -1.2692  -1.8405   9.9879   5.1492   2.2357  15.1371
2016090214  C    266.5406   0.0532   0.8796  10.3498   1.6862   0.8812  12.0360
2016090215  C    322.9556  -0.4205   0.3174   7.2560   2.1201   0.5268   9.3761
2016090216  C    237.6019   0.3472   0.5472  10.7973   6.8728   0.6481  17.6701
2016090217  C    126.7754   0.7658  -1.0245   8.6217   0.2684   1.2791   8.8900
2016090218  C    101.4776   0.2206  -1.0865   8.1407   1.8122   1.1087   9.9529
2016090219  C     84.0149  -0.0625  -0.5963   5.5218   1.8142   0.5996   7.3360
2016090220  C    267.5779   0.0572   1.3517   9.4707   1.7201   1.3530  11.1907
2016090221  C    166.1254   1.9202  -0.4743   6.9360   0.6441   1.9779   7.5801
2016090222  C    151.2109   1.1453  -0.6293   7.0433   2.3649   1.3068   9.4082
2016090223  C    213.6443   1.4946   0.9947   6.9628   0.2713   1.7954   7.2340
2016090300  C    217.1825   1.2595   0.9554   8.6751   0.9511   1.5808   9.6262
2016090301  C    186.2494   1.4832   0.1624   6.8377   0.8621   1.4920   7.6998
2016090302  C    170.6657   2.3743  -0.3903   7.9492   1.1873   2.4061   9.1365
2016090303  C    255.4035   0.5744   2.2059   6.8806   0.1964   2.2794   7.0770
2016090304  C    179.9429   1.6541  -0.0016   9.3592   0.2166   1.6541   9.5758
2016090305  C    168.8229   1.8024  -0.3561   8.3615   0.7805   1.8373   9.1420
2016090306  C    167.6925   1.5557  -0.3394   9.0686   0.2407   1.5923   9.3094
2016090307  C    228.9744   1.2953   1.4887   9.5022   2.6000   1.9733  12.1022
