Date      Type   Dir      SF       WF       ZS       ZW       F       Z
2018060100  A    280.5555  -1.3535   7.2634  -5.4578 -15.4367   7.3885 -20.8944
2018060101  AW   283.0496  -1.8992   8.1938  -1.4521 -14.1730   8.4111 -15.6251
2018060102  A    273.4690  -0.3307   5.4559  -2.0211 -11.0794   5.4659 -13.1005
2018060103  A    285.9344  -1.4366   5.0317  -1.8198 -14.9017   5.2327 -16.7215
2018060104  AW   278.7064  -1.2592   8.2230   1.0395 -10.3908   8.3188  -9.3513
2018060105  W    277.2453  -1.0786   8.4840   0.2113  -7.9433   8.5523  -7.7321
2018060106  W    266.9153   0.4672   8.6687   1.3290  -8.0028   8.6813  -6.6738
2018060107  AW   270.5082  -0.0714   8.0490   0.7498  -9.4352   8.0493  -8.6855
2018060108  AW   275.9832  -0.8976   8.5638   1.2890 -11.3920   8.6107 -10.1030
2018060109  AW   278.9027  -1.0079   6.4343   0.8183 -11.8223   6.5128 -11.0040
2018060110  W    273.5913  -0.6107   9.7307   3.7162  -6.8368   9.7499  -3.1206
2018060111  AW   269.3487   0.1148  10.1005   2.1530 -12.7500  10.1012 -10.5970
2018060112  W    275.9539  -1.0225   9.8044   3.4643  -9.5271   9.8576  -6.0629
2018060113  W    268.4025   0.2886  10.3496   3.9908  -8.8916  10.3536  -4.9007
2018060114  W    274.3983  -0.7248   9.4229   3.7313 -10.2045   9.4507  -6.4733
2018060115  AW   265.8002   0.6048   8.2366   2.8898 -14.6735   8.2588 -11.7838
2018060116  W    273.1933  -0.5900  10.5751   6.4654  -5.5927  10.5915   0.8727
2018060117  W    271.8213  -0.3359  10.5638   6.7853  -8.5666  10.5691  -1.7813
2018060118  W    269.7774   0.0421  10.8369   5.5161  -7.1257  10.8369  -1.6096
2018060119  W    265.7737   0.6707   9.0756   5.6355  -8.7817   9.1003  -3.1462
2018060120  W    272.5335  -0.4995  11.2893   6.8732  -9.2416  11.3004  -2.3684
2018060121  W    264.8552   0.8151   9.0530   5.1889  -9.4262   9.0896  -4.2373
