Date      Type   Dir      SF       WF       ZS       ZW       F       Z
2018030100  A    301.0307  -3.6355   6.0431 -29.1660  -0.4904   7.0523 -29.6564
2018030101  A    289.4377  -1.6343   4.6312 -23.9124 -22.0021   4.9111 -45.9145
2018030102  A     91.9989   0.1982  -5.6799 -20.1662 -11.0041   5.6834 -31.1704
2018030103  A    196.3336   4.0138   1.1763 -24.9063 -39.0631   4.1826 -63.9694
2018030104  A    207.8834   5.9558   3.1512 -24.1106 -25.4927   6.7381 -49.6033
2018030105  A    208.8279   4.7688   2.6247 -22.2172  -4.2818   5.4434 -26.4990
2018030106  A    258.4195   2.5121  12.2592 -15.1454 -18.4898  12.5139 -33.6353
2018030107  A    212.5925   5.4028   3.4542 -21.3452 -28.9956   6.4126 -50.3407
2018030108  A    241.3206   5.5454  10.1375 -18.5576 -16.1473  11.5551 -34.7049
2018030109  A    252.7201   2.8139   9.0457 -15.4372 -14.2558   9.4732 -29.6931
2018030110  A    237.7663   4.7865   7.5909 -15.0188 -12.3162   8.9739 -27.3350
2018030111  A    228.9475   6.8624   7.8796 -11.5155 -13.9261  10.4490 -25.4416
2018030112  A    227.5847   7.2775   7.9656 -12.4987 -21.3249  10.7895 -33.8237
2018030113  ASW  236.0477   6.6998   9.9507 -12.1245 -10.2589  11.9960 -22.3834
2018030114  A    227.0336   7.5935   8.1526  -9.2228 -14.4064  11.1412 -23.6292
2018030115  A    224.3418   7.5939   7.4214  -9.0921 -14.7108  10.6181 -23.8030
2018030116  ASW  235.4500   7.3271  10.6411  -9.1365  -8.7898  12.9197 -17.9263
2018030117  ASW  246.1501   6.2822  14.2101  -8.1965 -11.9717  15.5368 -20.1683
2018030118  AW   248.3027   5.8182  14.6224  -8.5043  -9.6532  15.7374 -18.1575
2018030119  ASW  242.8849   5.7362  11.2022  -5.8252 -12.0966  12.5854 -17.9218
2018030120  AW   251.1028   3.9816  11.6311  -4.5693 -13.9025  12.2937 -18.4718
2018030121  W    249.3391   5.0709  13.4474  -0.8737  -9.3505  14.3717 -10.2242
2018030122  W    251.8841   4.5903  14.0308  -1.5529  -8.9940  14.7625 -10.5469
2018030123  W    258.5476   2.9354  14.4897   0.2208 -10.9631  14.7840 -10.7423
2018030200  W    263.1907   1.6292  13.6437  -0.3198  -8.2918  13.7406  -8.6116
2018030201  W    260.6144   3.0755  18.6064  -4.0823 -10.5885  18.8588 -14.6708
2018030202  W    257.8066   2.8991  13.4162   1.3829  -5.6047  13.7259  -4.2218
2018030203  W    258.9217   2.8519  14.5657   0.2466  -9.8220  14.8423  -9.5754
2018030204  W    263.7239   1.5102  13.7322   3.8076  -3.9992  13.8150  -0.1917
2018030205  W    257.7308   3.1680  14.5673   2.3073  -1.6278  14.9078   0.6795
2018030206  W    258.0721   3.5601  16.8530   2.8267  -3.3174  17.2249  -0.4907
2018030207  W    252.0031   4.3671  13.4429   6.3239  -0.7179  14.1344   5.6060
2018030208  W    250.6189   4.2819  12.1720   4.1633   0.7463  12.9032   4.9096
2018030209  SW   247.3632   5.0775  12.1758   5.5408   1.1957  13.1921   6.7365
2018030210  SW   246.4215   5.4968  12.5945   6.8990   2.7326  13.7418   9.6317
2018030211  SW   246.4065   5.6904  13.0288   5.4251   3.0617  14.2173   8.4868
2018030212  SW   241.4225   6.2194  11.4179   6.1380   0.4437  13.0019   6.5817
2018030213  CSW  246.8219   4.7279  11.0426   6.7550   6.1286  12.0122  12.8836
2018030214  SW   236.1356   6.5897   9.8198   2.4492   1.6478  11.8259   4.0970
2018030215  SW   235.8080   7.1796  10.5676   5.2322   0.8643  12.7758   6.0966
2018030216  SW   242.5849   5.8675  11.3123   4.6985   3.6334  12.7434   8.3318
2018030217  SW   240.5361   6.1496  10.8854   6.4194   3.0359  12.5024   9.4553
2018030218  SW   245.9209   5.3300  11.9271   6.0765   2.8176  13.0639   8.8941
2018030219  CSW  234.5730   4.7453   6.6707   6.0449   2.3264   8.1863   8.3713
2018030220  CSW  245.5542   3.5785   7.8721   6.9619   4.4262   8.6473  11.3880
2018030221  W    249.5396   3.1641   8.4805   5.1347   0.8236   9.0516   5.9584
2018030222  CW   252.3497   1.9695   6.1897   7.0213   3.1252   6.4955  10.1465
2018030223  C    258.5278   1.3579   6.6908  10.8789   3.9669   6.8272  14.8458
2018030300  C    265.7562   0.4363   5.8796   9.6410   2.5680   5.8958  12.2090
2018030301  C    261.4847   1.0185   6.8026  11.0710   7.8394   6.8784  18.9105
2018030302  C    270.9257  -0.0546   3.3782  10.3635   8.7972   3.3786  19.1606
2018030303  C    276.0474  -0.3765   3.5541  10.3520   1.3366   3.5740  11.6886
2018030304  C    302.6695  -2.8305   4.4141   8.8643  10.3613   5.2437  19.2256
2018030305  C    288.3230  -1.3783   4.1620   7.5657   8.8471   4.3843  16.4128
