Date      Type   Dir      SF       WF       ZS       ZW       F       Z
2017030100  NE    56.8830  -5.0638  -7.7628   0.0374  -4.7626   9.2684  -4.7252
2017030101  NE    47.4751  -6.4858  -7.0718   0.0080  -4.7095   9.5956  -4.7015
2017030102  NE    43.3035  -7.6242  -7.1855  -2.5747  -3.7734  10.4767  -6.3480
2017030103  ANE   52.1939  -6.1096  -7.8748  -3.3198 -13.7130   9.9669 -17.0328
2017030104  ANE   34.8912  -5.5049  -3.8390  -3.7181  -3.6688   6.7113  -7.3868
2017030105  ANE   34.8058  -6.1726  -4.2910  -3.7282  -7.3715   7.5176 -11.0997
2017030106  A     28.6490  -4.3924  -2.3997  -6.7040 -10.7339   5.0051 -17.4380
2017030107  ANE   42.8187  -4.5168  -4.1853  -5.4019  -6.7042   6.1577 -12.1061
2017030108  A     36.3252  -5.2403  -3.8529  -8.5665 -10.4684   6.5043 -19.0349
2017030109  A     41.6575  -3.9642  -3.5267  -8.5985  -9.4997   5.3059 -18.0981
2017030110  A     33.8705  -3.7947  -2.5471 -10.1588 -13.2935   4.5703 -23.4522
2017030111  A     21.4052  -3.8500  -1.5092 -12.5467 -13.3884   4.1353 -25.9352
2017030112  A    358.3932  -2.9895   0.0839 -12.5278 -12.7556   2.9907 -25.2834
2017030113  A    313.8463  -1.7741   1.8470 -16.6730 -16.8548   2.5610 -33.5278
2017030114  A    339.0331  -1.6737   0.6414 -16.0072 -13.9254   1.7924 -29.9327
2017030115  A    328.1693  -1.9456   1.2078 -14.0999 -22.1219   2.2900 -36.2218
2017030116  A    292.3564  -1.6932   4.1168 -12.5525  -6.3473   4.4514 -18.8997
2017030117  A    303.5870  -1.5138   2.2795 -16.0466 -11.3721   2.7364 -27.4187
2017030118  A    279.3091  -1.1142   6.7971 -15.8061 -11.7978   6.8878 -27.6039
2017030119  A    267.9229   0.1969   5.4289 -16.5908  -9.8835   5.4325 -26.4744
2017030120  A    283.2483  -1.6887   7.1725 -17.1476 -10.0161   7.3687 -27.1636
2017030121  A    265.8210   0.3740   5.1188 -17.5758 -12.3847   5.1324 -29.9605
2017030122  A    268.7657   0.2028   9.4122 -15.2518  -8.6992   9.4144 -23.9510
2017030123  A    271.6046  -0.2081   7.4271 -15.5606 -10.3408   7.4300 -25.9015
2017030200  A    270.3316  -0.0547   9.4440 -15.6774  -9.9902   9.4441 -25.6677
2017030201  AW   272.4547  -0.4061   9.4719 -11.2635  -5.4143   9.4806 -16.6778
2017030202  A    266.2227   0.7158  10.8422 -13.9214 -10.0167  10.8658 -23.9381
2017030203  A    280.7571  -1.9304  10.1606 -12.7015 -12.3237  10.3423 -25.0252
2017030204  W    274.6178  -1.0161  12.5797  -7.6827  -3.0845  12.6207 -10.7672
2017030205  AW   279.0214  -1.3655   8.6006  -8.9271  -2.7046   8.7083 -11.6317
2017030206  W    268.1353   0.3837  11.7867  -8.3200  -2.4968  11.7929 -10.8168
2017030207  W    265.1859   0.8200   9.7358  -6.7065  -0.2054   9.7702  -6.9119
2017030208  W    274.6381  -0.7084   8.7324  -6.3302  -0.4099   8.7611  -6.7401
