Date      Type   Dir      SF       WF       ZS       ZW       F       Z
2019030100  A    215.2685   1.7218   1.2177 -11.6777  -6.5776   2.1088 -18.2553
2019030101  A    191.7520   2.2274   0.4634  -9.7701  -4.2738   2.2751 -14.0439
2019030102  A    180.2829   1.5331   0.0076 -11.7424 -10.5164   1.5331 -22.2588
2019030103  A    193.2276   1.1036   0.2594  -9.8173  -8.0382   1.1336 -17.8555
2019030104  A    227.3787   1.3995   1.5208  -9.8306  -6.7446   2.0668 -16.5751
2019030105  A    216.5838   1.3415   0.9957  -9.8458  -9.8613   1.6707 -19.7071
2019030106  A    217.5151   1.8096   1.3893  -9.2430  -7.6547   2.2815 -16.8977
2019030107  A    227.9894   2.4146   2.6807  -7.0132  -8.3744   3.6079 -15.3877
2019030108  A    237.2990   1.5809   2.4623  -8.6113 -10.0899   2.9261 -18.7011
2019030109  A    208.6431   2.2426   1.2249  -6.0689  -8.9445   2.5554 -15.0134
2019030110  A    237.5030   2.0662   3.2437  -4.3765  -7.7467   3.8459 -12.1232
2019030111  A    213.5688   2.7451   1.8217  -5.1027 -10.1896   3.2945 -15.2923
2019030112  A    239.1746   2.0166   3.3795  -5.3680 -10.4175   3.9354 -15.7854
2019030113  ASW  238.4689   1.9387   3.1598  -1.1196  -4.9071   3.7071  -6.0267
2019030114  A    239.3439   1.8615   3.1406  -3.9620 -13.5615   3.6508 -17.5235
2019030115  A    219.5311   2.0508   1.6924  -2.1627 -11.9899   2.6589 -14.1526
2019030116  A    246.0479   1.1148   2.5095   0.6382  -9.1325   2.7460  -8.4943
2019030117  A    236.2040   1.8249   2.7264  -1.5764 -14.1750   3.2808 -15.7514
2019030118  A    238.9715   1.1884   1.9756  -1.4118 -13.3192   2.3055 -14.7309
2019030119  A    256.6848   0.8837   3.7337  -0.2927 -14.1512   3.8368 -14.4439
2019030120  A    257.1536   0.7720   3.3855   0.5164 -14.9947   3.4724 -14.4783
2019030121  A    253.9479   0.9117   3.1686  -0.7024 -14.5561   3.2971 -15.2585
2019030122  A    261.3643   0.6509   4.2856  -0.2074 -17.2084   4.3347 -17.4158
2019030123  A    259.1999   0.7513   3.9385   0.5024 -13.5563   4.0095 -13.0539
2019030200  A    264.1507   0.4335   4.2319  -0.2557 -17.4555   4.2541 -17.7112
2019030201  A    267.7350   0.2147   5.4290   0.5717 -12.7398   5.4332 -12.1682
2019030202  A    263.0401   0.6503   5.3272  -0.0416 -14.1222   5.3668 -14.1639
2019030203  A    276.7640  -0.6912   5.8273   1.4126 -13.3985   5.8682 -11.9858
2019030204  A    274.7796  -0.4435   5.3043   2.2628 -13.4330   5.3228 -11.1702
2019030205  AW   269.4546   0.0639   6.7074   1.4158 -11.9224   6.7077 -10.5066
2019030206  AW   271.5310  -0.1579   5.9064   1.8089 -10.9129   5.9085  -9.1040
2019030207  UD   276.0890  -0.5222   4.8954   4.4064  -9.9256   4.9232  -5.5192
2019030208  W    270.7281  -0.0871   6.8535   1.4881  -7.8707   6.8540  -6.3826
2019030209  UD   275.7656  -0.5261   5.2101   2.7180  -7.5278   5.2366  -4.8098
2019030210  W    263.9030   0.7038   6.5889   3.0647  -6.1403   6.6264  -3.0756
2019030211  W    266.5476   0.4206   6.9716   2.1936  -4.1789   6.9842  -1.9853
2019030212  W    271.5596  -0.1674   6.1500   2.0842  -4.1799   6.1523  -2.0957
2019030213  UD   280.7463  -1.0428   5.4944   1.2901  -1.2688   5.5925   0.0212
2019030214  W    264.3738   0.6304   6.3989   0.1764  -2.3266   6.4298  -2.1502
2019030215  UD   272.5515  -0.2458   5.5150  -1.4158  -1.9032   5.5205  -3.3190
2019030216  UD   267.3395   0.2033   4.3760   0.4156  -3.7841   4.3807  -3.3685
2019030217  UD   276.1452  -0.5166   4.7985   0.1036  -2.2147   4.8262  -2.1111
2019030218  UD   276.8329  -0.4919   4.1051  -2.8488  -2.8535   4.1345  -5.7023
2019030219  UD   268.9938   0.0533   3.0363  -0.2910  -0.7900   3.0367  -1.0810
2019030220  UD   279.2388  -0.7237   4.4490  -1.2842  -1.1245   4.5074  -2.4086
2019030221  UD   253.9599   0.7072   2.4597  -1.0493   0.1537   2.5594  -0.8957
2019030222  UD   268.1996   0.0709   2.2563  -3.3995  -0.4826   2.2575  -3.8821
2019030223  UD   272.0295  -0.1197   3.3777  -1.4726   1.6576   3.3798   0.1850
2019030300  UD   279.1048  -0.3255   2.0314  -3.5331   0.4940   2.0573  -3.0390
2019030301  UD   303.4260  -0.9415   1.4264  -0.7242   4.0815   1.7091   3.3574
2019030302  UD   292.8088  -1.5812   3.7598  -7.1517   2.1447   4.0788  -5.0070
2019030303  UD   305.1870  -1.7090   2.4238  -4.6910   1.8525   2.9657  -2.8386
2019030304  UD   299.4161  -1.0061   1.7844  -5.5525   2.0656   2.0485  -3.4870
2019030305  UD   289.7585  -0.7095   1.9753  -3.6270   2.1299   2.0988  -1.4971
2019030306  UD   284.5295  -0.7025   2.7108  -4.5195   2.8012   2.8003  -1.7182
2019030307  UD   268.7023   0.0336   1.4839  -3.1826   5.3396   1.4843   2.1570
2019030308  UD   291.6636  -1.6204   4.0795  -3.3706   3.6944   4.3896   0.3238
2019030309  UD   355.8548  -0.3798   0.0275  -2.3354   3.7657   0.3808   1.4303
2019030310  UD   286.3304  -0.5722   1.9531  -2.9805   3.3703   2.0352   0.3897
2019030311  UD   278.3145  -0.2732   1.8691  -2.5349   4.0005   1.8890   1.4655
2019030312  UD   291.7616  -0.4126   1.0335  -2.3479   5.9749   1.1128   3.6271
2019030313  UD   311.7228  -0.6703   0.7518  -2.4979   5.2397   1.0072   2.7417
2019030314  UD   302.3631  -0.9946   1.5695  -3.6757   2.9682   1.8581  -0.7074
2019030315  UD   303.8584  -1.1068   1.6497  -2.3841   5.3423   1.9865   2.9582
2019030316  UD   290.7846  -0.3371   0.8881  -3.2490   1.7757   0.9499  -1.4733
2019030317  UD   301.9140  -0.8197   1.3162  -2.1418   5.8114   1.5506   3.6696
2019030318  UD   302.4428  -0.8782   1.3816  -3.6671   3.2972   1.6371  -0.3699
2019030319  UD   258.6032   0.2070   1.0267  -2.3065   5.5081   1.0473   3.2016
2019030320  UD   310.3560  -1.1501   1.3535  -1.2757   3.6844   1.7762   2.4087
2019030321  UD   133.5538   0.5309  -0.5583  -2.9792   4.1386   0.7704   1.1593
2019030322  UD   195.0089   0.7779   0.2086  -4.1292   2.9357   0.8053  -1.1935
2019030323  UD   218.6581   0.3957   0.3165  -2.6391   5.8278   0.5067   3.1888
2019030400  UD   210.2891   1.2149   0.7096  -1.8776   5.8742   1.4069   3.9966
2019030401  UD   182.2468   1.1481   0.0450  -2.4735   3.2320   1.1490   0.7585
2019030402  UD   236.4202   0.8906   1.3416  -3.9256   0.3836   1.6103  -3.5419
2019030403  UD   292.6269  -0.1989   0.4773  -3.0851   5.4406   0.5171   2.3554
2019030404  UD   183.6047   0.1269   0.0080  -2.9458   0.6166   0.1272  -2.3292
2019030405  UD   270.0327  -0.0005   0.8265  -0.8121   3.3005   0.8265   2.4884
2019030406  UD   247.1500   0.8569   2.0334  -3.5442   2.2640   2.2066  -1.2802
2019030407  UD   230.8536   1.9691   2.4189  -2.8422   0.9323   3.1191  -1.9100
2019030408  UD   244.4857   0.7428   1.5562  -3.3137   3.6645   1.7244   0.3508
2019030409  UD   208.3685   1.4563   0.7864  -2.0496   0.4064   1.6550  -1.6432
2019030410  UD   216.0656   1.5187   1.1061  -1.1816   2.6823   1.8788   1.5007
2019030411  UD   220.3081   1.0229   0.8677  -1.5137   2.3506   1.3414   0.8369
2019030412  UD   231.7188   1.5044   1.9061  -1.0998   1.8981   2.4283   0.7983
2019030413  UD   242.5589   1.2881   2.4807   2.3156   0.7345   2.7952   3.0501
2019030414  UD   269.1525   0.0368   2.4847  -1.2142   1.6835   2.4850   0.4693
2019030415  UD   257.5519   0.4861   2.2020  -2.4263  -2.8040   2.2550  -5.2303
2019030416  UD   244.6361   0.9262   1.9538  -0.9527  -0.6393   2.1622  -1.5920
2019030417  UD   279.2147  -0.1434   0.8840  -0.1113  -1.6353   0.8956  -1.7466
2019030418  A     74.9413  -0.1497  -0.5564  -1.6995  -4.5917   0.5762  -6.2912
2019030419  A    248.3940   0.2144   0.5414  -1.8321  -4.4681   0.5823  -6.3001
2019030420  UD    63.7149  -0.7322  -1.4824  -0.7545  -3.2769   1.6533  -4.0314
2019030421  UD    58.3450  -0.7280  -1.1808   0.1374  -2.5757   1.3872  -2.4382
2019030422  UD    81.2209  -0.3143  -2.0353  -1.0624  -3.4639   2.0594  -4.5263
2019030423  UD    28.3334  -1.5012  -0.8094  -0.8035  -2.0979   1.7055  -2.9014
2019030500  UD    44.4522  -1.4045  -1.3779  -0.2092  -2.5116   1.9676  -2.7208
2019030501  UD     2.7547  -2.2884  -0.1101   1.0887  -3.0266   2.2911  -1.9379
2019030502  A     31.2491  -2.6177  -1.5884  -3.9180  -4.0734   3.0619  -7.9914
2019030503  UD    16.2750  -2.9449  -0.8597  -2.0945  -1.8842   3.0678  -3.9787
2019030504  UD    68.4441  -1.8752  -4.7469  -2.7854  -2.5638   5.1039  -5.3491
