Date      Type   Dir      SF       WF       ZS       ZW       F       Z
2019010100  A     69.8095  -0.7014  -1.9072 -14.6739  -4.6272   2.0321 -19.3011
2019010101  A     78.3736  -0.6447  -3.1332 -17.5899  -8.2169   3.1988 -25.8068
2019010102  A     28.2504  -2.5708  -1.3813 -17.5551  -6.9760   2.9184 -24.5311
2019010103  A     57.2046  -0.5906  -0.9166 -18.2398  -8.5876   1.0904 -26.8273
2019010104  A     62.9416  -0.9931  -1.9441 -19.7327 -10.0495   2.1830 -29.7822
2019010105  A     41.1951  -1.7024  -1.4901 -16.1396  -7.0330   2.2625 -23.1726
2019010106  A     64.0962  -0.7124  -1.4668 -18.1140  -8.8794   1.6306 -26.9934
2019010107  A     20.0976  -1.3898  -0.5085 -15.8237  -5.9568   1.4800 -21.7805
2019010108  A    347.3249  -2.3220   0.5222 -17.2139  -8.2385   2.3800 -25.4524
2019010109  A     62.3074  -0.6057  -1.1541 -14.9721  -5.5572   1.3033 -20.5293
2019010110  A    105.2703   0.0482  -0.1766 -16.0828  -5.4760   0.1831 -21.5588
2019010111  A    330.6199  -0.9327   0.5251 -14.5381  -5.0837   1.0704 -19.6218
2019010112  A    303.8832  -0.6915   1.0297 -15.9375  -4.5810   1.2403 -20.5184
2019010113  A    343.6068  -0.7502   0.2207 -15.2138  -4.6362   0.7820 -19.8500
2019010114  A    292.7202  -0.6098   1.4563 -16.8306  -3.5110   1.5788 -20.3416
2019010115  A    275.7327  -0.1079   1.0750 -16.9375  -5.7751   1.0804 -22.7126
2019010116  A    115.9320   0.3393  -0.6978 -17.7231  -6.5134   0.7759 -24.2365
2019010117  A    249.4821   0.2232   0.5964 -13.8331  -3.8429   0.6368 -17.6760
2019010118  A    253.3168   0.3541   1.1814 -16.0143  -3.1935   1.2333 -19.2078
2019010119  A    134.7841   0.6886  -0.6938 -16.6579  -4.5128   0.9776 -21.1708
2019010120  A    274.4027  -0.1577   2.0483 -12.8289  -1.7537   2.0544 -14.5826
2019010121  A    191.5897   2.2601   0.4635 -14.4446  -3.5045   2.3071 -17.9491
2019010122  A    191.3039   1.6592   0.3317 -14.8430  -2.8312   1.6921 -17.6742
2019010123  A    249.4850   1.2507   3.3424 -12.7767  -1.9717   3.5687 -14.7484
2019010200  A    225.1641   1.9692   1.9805 -12.6887  -2.1524   2.7928 -14.8411
2019010201  A    221.3440   2.2202   1.9535 -14.4795  -5.7044   2.9572 -20.1839
2019010202  A    251.7839   1.0295   3.1283 -14.0617  -0.0045   3.2933 -14.0662
2019010203  A    193.7404   2.5700   0.6284 -13.2402  -4.8120   2.6457 -18.0522
2019010204  A    233.9398   1.5939   2.1890 -14.0503  -1.7122   2.7078 -15.7626
2019010205  A    191.3680   2.3290   0.4683 -11.3528  -1.5827   2.3756 -12.9355
2019010206  A    222.7183   3.1727   2.9296 -13.5226  -2.8132   4.3184 -16.3358
2019010207  A    220.4306   2.3348   1.9893 -13.3132  -1.9789   3.0673 -15.2921
2019010208  A    223.4709   2.7217   2.5802  -9.8166  -0.5966   3.7504 -10.4131
2019010209  A    182.8506   3.5473   0.1766 -10.0683  -0.6770   3.5517 -10.7452
2019010210  A    201.1153   3.8112   1.4718 -11.1757  -2.4018   4.0855 -13.5775
2019010211  ASW  224.8013   3.2959   3.2731  -9.8211   1.8475   4.6450  -7.9736
2019010212  A    214.5660   3.6853   2.5391  -9.7159  -3.1295   4.4753 -12.8454
2019010213  A    212.4394   3.3455   2.1263  -9.1952  -4.9332   3.9640 -14.1285
2019010214  ASW  237.8864   3.0943   4.9302  -7.7780   1.3499   5.8208  -6.4282
2019010215  A    181.8053   3.5941   0.1133  -8.2880  -6.1761   3.5959 -14.4641
2019010216  A    197.9666   4.0855   1.3248  -8.9464  -3.0775   4.2949 -12.0239
2019010217  A    200.1376   3.3493   1.2281  -7.9590  -2.7078   3.5673 -10.6668
2019010218  A    208.4252   3.4625   1.8741 -10.0567  -5.5022   3.9372 -15.5590
2019010219  A    190.1393   4.6034   0.8232 -10.6846  -4.8909   4.6764 -15.5755
2019010220  A    213.5284   2.7063   1.7932  -8.5629  -6.0008   3.2465 -14.5637
2019010221  A    201.3598   4.3239   1.6910  -9.2570  -5.7655   4.6429 -15.0225
2019010222  A    197.7711   3.7355   1.1973  -8.8489  -6.6390   3.9227 -15.4879
2019010223  A    224.8118   3.0697   3.0496  -8.2173  -4.0314   4.3270 -12.2487
2019010300  A    225.6320   2.9837   3.0503  -7.8601  -7.0199   4.2670 -14.8800
2019010301  A    223.9850   3.0280   2.9226  -8.3496  -7.7261   4.2084 -16.0757
2019010302  A    238.4517   2.1097   3.4363  -8.9841  -3.8209   4.0322 -12.8050
2019010303  A    212.6063   0.8145   0.5210  -6.7783  -8.6259   0.9668 -15.4043
2019010304  A    232.9212   0.6701   0.8867  -8.3521  -4.9895   1.1114 -13.3416
2019010305  A    250.0556   0.4050   1.1160  -7.0126  -7.1783   1.1872 -14.1909
2019010306  A    248.5085   1.1311   2.8728  -7.4474  -5.6031   3.0875 -13.0505
2019010307  A    267.8011   0.1228   3.1992  -7.6411  -4.4416   3.2016 -12.0827
2019010308  A    296.4359  -0.9719   1.9547  -6.4595  -7.2210   2.1830 -13.6805
2019010309  A    141.3410   0.1549  -0.1239  -6.0925  -7.2168   0.1983 -13.3093
2019010310  A    238.3342   0.1547   0.2509  -5.9829  -7.6328   0.2947 -13.6157
2019010311  A    314.4352  -0.7587   0.7738  -5.7477  -4.6119   1.0837 -10.3596
2019010312  A     30.3356  -1.1194  -0.6550  -6.8952  -8.6178   1.2969 -15.5130
2019010313  A     37.5057  -2.1030  -1.6140  -7.0784  -6.3907   2.6510 -13.4691
2019010314  A     22.2879  -2.1011  -0.8612  -9.6992  -7.2625   2.2708 -16.9618
2019010315  A     61.5697  -2.1211  -3.9178  -4.9381  -8.7821   4.4552 -13.7202
2019010316  A     31.2781  -2.2128  -1.3442 -10.6008 -10.1778   2.5891 -20.7786
2019010317  A     32.1226  -2.8058  -1.7616  -7.3318  -8.9536   3.3129 -16.2855
2019010318  A     29.9189  -2.0727  -1.1927  -8.8545 -11.5012   2.3914 -20.3557
2019010319  A     36.0482  -2.1099  -1.5356  -8.8428  -7.9077   2.6096 -16.7505
2019010320  A     35.8799  -2.6104  -1.8882  -7.8796 -10.4821   3.2217 -18.3617
2019010321  A     69.6981  -1.0180  -2.7518  -8.3079  -9.0125   2.9341 -17.3204
2019010322  A     59.7496  -1.5337  -2.6299 -10.5651  -9.4372   3.0444 -20.0023
2019010323  A     52.5504  -2.0310  -2.6517  -9.8153  -9.2758   3.3402 -19.0912
2019010400  A     69.5904  -1.2229  -3.2865 -10.7532 -10.8625   3.5066 -21.6157
2019010401  A     51.9563  -1.2441  -1.5898  -8.5698  -6.8090   2.0187 -15.3788
2019010402  A     53.8688  -1.9343  -2.6495 -12.5049 -11.8951   3.2805 -24.4000
2019010403  A     67.1878  -2.5405  -6.0399 -10.5272 -11.8244   6.5524 -22.3516
2019010404  A     61.1017  -2.1347  -3.8673 -13.7933 -10.4188   4.4174 -24.2122
2019010405  A     53.6378  -3.0013  -4.0765 -11.4691 -10.7908   5.0622 -22.2599
2019010406  A     60.4915  -1.7469  -3.0865 -14.7882  -8.6393   3.5466 -23.4275
2019010407  A     44.7244  -3.8211  -3.7845 -12.1379  -7.1141   5.3781 -19.2519
2019010408  A     49.9499  -3.2000  -3.8069 -12.5704  -9.9759   4.9732 -22.5463
2019010409  A     61.0321  -2.5122  -4.5381 -13.6008  -6.7845   5.1870 -20.3853
2019010410  A     58.3851  -2.2907  -3.7213 -12.7578  -7.0433   4.3698 -19.8010
2019010411  A     54.1298  -2.2841  -3.1588 -12.9959  -9.4645   3.8981 -22.4603
2019010412  A     67.0686  -1.7354  -4.1021 -14.5629  -8.5323   4.4540 -23.0952
2019010413  A     63.9800  -1.9121  -3.9170 -13.4537  -9.7763   4.3588 -23.2300
2019010414  A     43.5629  -2.1834  -2.0765 -12.4090  -7.5640   3.0132 -19.9730
2019010415  A     64.9916  -2.0709  -4.4395 -13.2824  -8.4781   4.8987 -21.7604
2019010416  A     59.4567  -2.5416  -4.3073 -13.5575  -7.2158   5.0012 -20.7733
2019010417  A     54.0155  -2.1928  -3.0199 -12.6488 -10.8836   3.7321 -23.5324
2019010418  A     66.2711  -1.7656  -4.0166 -15.0618  -6.1603   4.3875 -21.2221
2019010419  A     62.4584  -1.6792  -3.2200 -14.9253  -5.4273   3.6315 -20.3527
2019010420  A     56.8353  -2.1031  -3.2183 -12.7631  -6.6996   3.8445 -19.4627
2019010421  A     76.2991  -1.1153  -4.5747 -13.7426  -3.9593   4.7087 -17.7020
2019010422  A     71.3467  -1.2494  -3.7012 -14.5660  -7.7109   3.9064 -22.2769
2019010423  A     66.7941  -1.3847  -3.2297 -13.7127  -3.8483   3.5140 -17.5610
2019010500  A     76.3318  -0.7369  -3.0300 -15.1862  -5.8312   3.1183 -21.0174
2019010501  A    345.9487  -0.6224   0.1558 -13.9429  -0.8654   0.6415 -14.8083
2019010502  A     94.6476   0.2846  -3.5012 -15.3200  -2.7120   3.5128 -18.0320
2019010503  A     73.5720  -1.2090  -4.1006 -16.9839  -6.7930   4.2751 -23.7769
2019010504  A     95.9903   0.3470  -3.3068 -16.4414  -5.1955   3.3249 -21.6369
2019010505  A    100.4437   0.7031  -3.8145 -15.9939  -4.3813   3.8787 -20.3752
2019010506  A    109.3431   1.1159  -3.1788 -18.3605  -4.9754   3.3690 -23.3359
2019010507  A     95.8533   0.2171  -2.1176 -16.1942  -4.2682   2.1287 -20.4624
2019010508  A    120.9583   1.5218  -2.5369 -14.1714  -3.3568   2.9583 -17.5282
2019010509  A    112.1573   1.3181  -3.2367 -13.8193  -2.7649   3.4948 -16.5841
2019010510  A    118.7087   1.5472  -2.8251 -13.2449  -3.0835   3.2210 -16.3284
2019010511  A    126.9559   2.3143  -3.0760 -12.6088  -2.7693   3.8494 -15.3781
2019010512  A    132.4711   1.7244  -1.8838 -13.0583  -4.0482   2.5539 -17.1065
2019010513  A    175.7921   2.9998  -0.2207 -11.5909  -0.2557   3.0079 -11.8466
2019010514  A    155.9996   1.9718  -0.8779 -10.3624  -2.1761   2.1584 -12.5385
2019010515  A    138.0053   3.1322  -2.8197 -12.6644  -6.0156   4.2144 -18.6800
2019010516  A    132.8104   2.3317  -2.5171 -11.0358  -4.1716   3.4311 -15.2074
2019010517  A    140.7285   2.8485  -2.3291 -10.0122  -3.1210   3.6795 -13.1332
2019010518  A    152.0483   2.5975  -1.3783 -10.8498  -4.2743   2.9405 -15.1241
2019010519  A    133.7679   3.3546  -3.5021  -9.8508  -6.3715   4.8495 -16.2222
2019010520  A    168.7986   2.0342  -0.4028  -7.4885  -3.0614   2.0737 -10.5500
2019010521  A    156.6838   2.9121  -1.2551  -8.1941  -4.5667   3.1711 -12.7608
2019010522  A    162.1577   2.7203  -0.8756  -8.3248  -3.9334   2.8578 -12.2582
2019010523  A    167.7972   2.3549  -0.5093  -6.8813  -4.4914   2.4094 -11.3727
2019010600  A    179.5912   2.1046  -0.0150  -5.6832  -3.6844   2.1046  -9.3676
2019010601  A    113.8095   0.6659  -1.5090  -7.2646  -5.9523   1.6494 -13.2169
2019010602  A    163.6102   2.4113  -0.7092  -8.0675  -1.6929   2.5135  -9.7603
2019010603  A    154.3626   2.5273  -1.2129  -7.2604  -4.2157   2.8032 -11.4761
2019010604  A    137.9664   0.9866  -0.8894  -8.5298  -7.5873   1.3283 -16.1171
2019010605  A    122.8970   0.8382  -1.2958  -7.7398  -4.5994   1.5432 -12.3393
2019010606  A    172.0235   1.0132  -0.1420  -7.1090  -4.9819   1.0231 -12.0909
2019010607  A    137.3414   0.5955  -0.5487  -7.3338  -4.6680   0.8097 -12.0018
2019010608  A    243.6618   0.0870   0.1758  -4.7787  -4.1107   0.1961  -8.8894
2019010609  A    155.1877   2.5105  -1.1606  -5.8065  -4.3665   2.7658 -10.1731
2019010610  A    125.9559   1.0474  -1.4440  -6.0935  -3.7679   1.7838  -9.8614
2019010611  A    142.5616   1.3903  -1.0645  -4.5129  -2.4218   1.7510  -6.9348
2019010612  A    194.1936   0.5652   0.1429  -5.1710  -3.4600   0.5830  -8.6310
