Date      Type   Dir      SF       WF       ZS       ZW       F       Z
2016060100  AE    93.8571   0.5590  -8.2919   0.0238 -11.8418   8.3108 -11.8180
2016060101  AE    89.3979  -0.0787  -7.4882  -0.1251 -11.0005   7.4886 -11.1256
2016060102  A     93.1057   0.3394  -6.2548  -0.5889 -13.7230   6.2640 -14.3119
2016060103  A     88.4707  -0.1637  -6.1306  -0.3573 -12.5717   6.1328 -12.9289
2016060104  AE    85.8861  -0.4340  -6.0342   0.2736 -12.2856   6.0498 -12.0120
2016060105  A     89.3881  -0.0535  -5.0078   1.0057 -12.7674   5.0080 -11.7617
2016060106  A     89.6507  -0.0282  -4.6247   0.7279 -13.5792   4.6248 -12.8513
2016060107  A     79.0041  -0.7241  -3.7268   1.7858 -13.1133   3.7965 -11.3274
2016060108  A     78.3217  -0.6114  -2.9578   0.6787 -13.2239   3.0203 -12.5451
2016060109  A    102.0034   0.5464  -2.5699   1.9848 -10.9104   2.6273  -8.9256
2016060110  A     80.6755  -0.4148  -2.5261  -0.2711 -12.2680   2.5599 -12.5391
2016060111  A     41.1843  -1.0088  -0.8827   2.4897 -11.6651   1.3405  -9.1754
2016060112  A     78.2151  -0.3058  -1.4659   3.1126 -10.9981   1.4974  -7.8855
2016060113  A    301.2105  -1.8443   3.0440   1.0793 -10.2036   3.5591  -9.1242
2016060114  A    282.2890  -0.4123   1.8929   1.2017 -11.5344   1.9373 -10.3327
2016060115  A     27.3112  -0.9364  -0.4835   0.8425 -10.5462   1.0538  -9.7037
2016060116  A    261.4566   0.1433   0.9536   0.8008 -11.9676   0.9643 -11.1668
2016060117  A    304.8521  -0.3015   0.4330   2.5298 -13.1201   0.5276 -10.5903
2016060118  A    249.2436   0.4820   1.2718   0.2441  -9.7197   1.3601  -9.4755
2016060119  A    289.5835  -0.6385   1.7946   2.5364 -11.2704   1.9048  -8.7340
2016060120  A    280.3788  -0.5711   3.1184   0.9787 -10.7050   3.1703  -9.7263
2016060121  A    277.4290  -0.2990   2.2931   2.0170  -9.9360   2.3125  -7.9190
2016060122  A    266.4105   0.2453   3.9101  -0.1725 -11.2713   3.9178 -11.4438
2016060123  UD   266.8423   0.1850   3.3542   2.7102  -8.5519   3.3593  -5.8417
2016060200  AW   275.5656  -0.5599   5.7460   1.0016 -11.7542   5.7732 -10.7526
2016060201  AW   282.8863  -1.0224   4.4688   1.5283  -8.9207   4.5842  -7.3924
2016060202  AW   285.0588  -1.1696   4.3472   1.9329 -10.2867   4.5018  -8.3538
2016060203  AW   279.0701  -0.8741   5.4753   1.4618  -9.7115   5.5446  -8.2497
2016060204  AW   279.1862  -1.0795   6.6754   2.0447 -10.0221   6.7621  -7.9774
2016060205  AW   278.7618  -0.9506   6.1680   2.2788  -8.7978   6.2408  -6.5190
2016060206  AW   277.2888  -1.0110   7.9041   1.7864  -9.8045   7.9684  -8.0181
2016060207  AW   277.7220  -1.0227   7.5421   3.3209 -12.3810   7.6111  -9.0600
2016060208  W    277.6503  -1.0367   7.7182   3.3323  -8.5071   7.7875  -5.1747
2016060209  W    271.2988  -0.1772   7.8152   2.0361  -9.6372   7.8172  -7.6011
2016060210  W    269.1086   0.1338   8.6021   2.4381  -8.3098   8.6032  -5.8716
2016060211  W    273.8727  -0.5589   8.2560   4.4793  -6.7843   8.2749  -2.3049
2016060212  W    271.3802  -0.2166   8.9904   3.2523  -6.7854   8.9930  -3.5331
2016060213  W    277.2430  -1.2705   9.9970   0.8491  -9.2838  10.0774  -8.4347
2016060214  W    282.3343  -1.7125   7.8317   3.7238  -4.9372   8.0167  -1.2135
2016060215  AW   281.4851  -1.4894   7.3301  -0.7508 -10.5491   7.4799 -11.2999
2016060216  W    271.6684  -0.1858   6.3796   0.7939  -4.9048   6.3823  -4.1109
2016060217  UD   273.5304  -0.3453   5.5963   2.9948  -7.8138   5.6070  -4.8190
2016060218  W    262.6989   0.8548   6.6714   1.9621  -8.1285   6.7259  -6.1664
2016060219  UD   273.6207  -0.3592   5.6773   3.2287  -7.0386   5.6887  -3.8099
2016060220  W    279.0417  -1.0931   6.8693   2.3280  -7.2261   6.9558  -4.8981
2016060221  UD   279.2142  -0.9089   5.6027   2.2445  -5.2994   5.6760  -3.0549
2016060222  UD   274.9913  -0.4762   5.4524   1.4427  -6.6818   5.4731  -5.2391
2016060223  W    271.9211  -0.2216   6.6055   2.9320  -3.7858   6.6092  -0.8539
