Date      Type   Dir      SF       WF       ZS       ZW       F       Z
2019090100  UD   266.6204   0.2564   4.3411   0.0573  -4.8547   4.3486  -4.7974
2019090101  W    278.6110  -1.0805   7.1351   0.2810  -2.6938   7.2164  -2.4128
2019090102  A    280.9395  -0.9023   4.6685  -1.8933 -12.0365   4.7549 -13.9298
2019090103  W    272.1414  -0.2260   6.0452  -1.2004  -2.5489   6.0494  -3.7493
2019090104  UD   281.7601  -1.0722   5.1504  -0.0061  -5.8367   5.2608  -5.8428
2019090105  AW   282.4405  -1.5241   6.9086  -1.9067  -7.1708   7.0747  -9.0775
2019090106  A    262.3487   0.3417   2.5438  -2.5055  -5.1707   2.5666  -7.6762
2019090107  AW   268.5935   0.1052   4.2832  -0.0358  -6.3453   4.2845  -6.3811
2019090108  UD   271.7445  -0.1530   5.0233  -0.3983  -1.3549   5.0256  -1.7532
2019090109  W    266.1683   0.4932   7.3644  -0.3228  -3.5914   7.3809  -3.9142
2019090110  UD   273.4818  -0.2931   4.8174  -0.7882  -2.5106   4.8263  -3.2989
2019090111  W    271.1811  -0.1689   8.1941   0.7635  -2.5792   8.1958  -1.8156
2019090112  AW   258.5018   0.9652   4.7448  -2.3154  -6.6741   4.8419  -8.9896
2019090113  W    267.0516   0.3569   6.9292  -1.1089   1.7982   6.9384   0.6894
2019090114  A    280.4390  -0.8695   4.7195  -2.7323 -12.7766   4.7990 -15.5089
2019090115  W    265.6728   0.5041   6.6627  -1.8444   1.0276   6.6817  -0.8168
2019090116  A    267.4728   0.1546   3.5038  -2.4852  -7.3546   3.5072  -9.8398
2019090117  AW   285.5309  -1.7806   6.4072  -2.7754  -8.6463   6.6500 -11.4217
2019090118  A    273.9208  -0.2339   3.4126  -4.6478  -3.9769   3.4206  -8.6248
2019090119  A    270.6844  -0.0557   4.6613  -1.6957  -7.7089   4.6616  -9.4046
2019090120  A    279.9497  -0.8588   4.8954  -2.9464 -10.0223   4.9701 -12.9687
2019090121  UD   255.8460   1.2920   5.1232  -2.4974  -1.8301   5.2836  -4.3275
2019090122  A    276.6627  -0.6443   5.5153  -3.8980  -9.5455   5.5528 -13.4434
2019090123  A    287.4182  -1.6847   5.3699  -4.8551  -9.1981   5.6279 -14.0532
2019090200  A    256.6914   1.1807   4.9913  -4.7776  -6.8934   5.1291 -11.6710
2019090201  AW   274.9939  -0.6158   7.0477  -8.0577  -4.2888   7.0745 -12.3465
2019090202  A    274.6833  -0.3083   3.7639  -5.1295 -12.8708   3.7765 -18.0003
2019090203  A    261.6019   0.8069   5.4657  -7.2600  -5.6635   5.5249 -12.9235
2019090204  A    263.7496   0.3821   3.4887  -3.1002  -8.0923   3.5096 -11.1925
2019090205  A    280.6149  -0.9543   5.0917  -4.6604 -10.8864   5.1804 -15.5468
2019090206  A    269.6216   0.0244   3.6982  -7.4200  -6.8809   3.6983 -14.3009
2019090207  AW   267.1082   0.2366   4.6831  -4.0415  -5.3185   4.6891  -9.3600
2019090208  A    264.2063   0.4278   4.2163  -3.6126  -9.2335   4.2380 -12.8461
2019090209  AW   268.8036   0.1211   5.7990  -3.9181  -2.3855   5.8003  -6.3036
2019090210  UD   261.2912   0.7518   4.9079  -3.0765  -2.7845   4.9651  -5.8609
2019090211  AW   277.2981  -0.8371   6.5361  -2.3774  -7.1171   6.5895  -9.4944
2019090212  A    245.8139   1.5222   3.3892  -3.9837  -4.7639   3.7154  -8.7476
2019090213  UD   280.9540  -1.1201   5.7874  -2.3806   0.6359   5.8948  -1.7447
2019090214  A    271.3891  -0.0926   3.8186  -1.9399  -6.0098   3.8197  -7.9497
2019090215  UD   259.4081   0.9498   5.0791  -1.1676  -3.3008   5.1671  -4.4684
2019090216  UD   261.1659   0.3845   2.4742  -2.3324  -2.8290   2.5039  -5.1614
2019090217  AW   281.2200  -0.9298   4.6874  -0.4029  -7.3423   4.7788  -7.7452
2019090218  A    260.5043   0.3632   2.1717  -6.0343  -4.0723   2.2019 -10.1066
2019090219  A    259.1898   0.5419   2.8381  -4.3345  -6.9704   2.8894 -11.3049
2019090220  A    256.3123   0.8511   3.4944  -3.9054  -9.9505   3.5966 -13.8559
2019090221  A    220.9284   1.6084   1.3947  -4.4400  -6.1007   2.1289 -10.5407
2019090222  A    269.3407   0.0242   2.1021  -4.2230 -10.4316   2.1022 -14.6545
2019090223  A    278.2625  -0.5455   3.7562  -4.2113  -8.3575   3.7956 -12.5688
2019090300  A    233.8545   1.6173   2.2142  -5.2867  -9.2312   2.7419 -14.5179
2019090301  A    263.1116   0.6205   5.1367  -6.5747  -6.3324   5.1740 -12.9071
2019090302  A     59.8178  -1.4110  -2.4260  -2.5142 -11.0774   2.8065 -13.5916
2019090303  A    280.3625  -0.8454   4.6233  -4.7603  -6.6946   4.7000 -11.4549
2019090304  A     26.3890  -0.4112  -0.2040  -2.7484  -9.4498   0.4591 -12.1982
2019090305  A    283.8760  -1.1748   4.7557  -3.4176  -8.3995   4.8986 -11.8171
2019090306  A    311.5038  -0.7161   0.8093  -4.5243  -9.0913   1.0807 -13.6156
2019090307  A    251.2098   0.5781   1.6990  -0.8079  -5.7782   1.7946  -6.5861
2019090308  A    270.5192  -0.0289   3.1895  -3.1453  -8.3929   3.1896 -11.5382
2019090309  UD   249.5733   0.8779   2.3573  -1.1449  -4.0845   2.5155  -5.2294
2019090310  A    272.0014  -0.0749   2.1441  -2.4793  -8.2670   2.1454 -10.7463
2019090311  UD   271.3750  -0.1396   5.8144   0.4547  -5.6486   5.8161  -5.1939
2019090312  A    249.5682   0.8324   2.2344  -2.4845  -7.0659   2.3844  -9.5504
2019090313  AW   275.4568  -0.4057   4.2465   0.7633  -7.4184   4.2658  -6.6551
2019090314  A    274.7011  -0.3182   3.8690  -1.6675  -9.5210   3.8821 -11.1885
2019090315  AW   264.2886   0.3954   3.9531  -1.2711  -5.8680   3.9728  -7.1391
2019090316  A    261.0084   0.4965   3.1379  -1.3106  -9.6127   3.1770 -10.9233
2019090317  AW   269.1437   0.0602   4.0303   0.2287  -7.9926   4.0307  -7.7639
2019090318  A    263.3738   0.3840   3.3054  -1.1605  -8.4866   3.3276  -9.6471
2019090319  A    283.9167  -0.6084   2.4556  -3.2016 -12.2716   2.5298 -15.4732
2019090320  AW   263.9018   0.5086   4.7607  -0.3726  -9.0933   4.7878  -9.4659
2019090321  A    256.4064   0.6608   2.7329  -0.5423  -7.0757   2.8117  -7.6180
2019090322  A    272.9043  -0.1831   3.6086  -1.3045  -8.1306   3.6133  -9.4351
2019090323  AW   270.5712  -0.0617   6.1924  -1.2922 -10.6884   6.1927 -11.9805
2019090400  A    251.4429   0.7870   2.3442  -1.8418  -7.0385   2.4728  -8.8802
2019090401  A    313.3962  -1.9295   2.0406  -0.9766  -6.6767   2.8084  -7.6533
2019090402  A    275.7759  -0.1058   1.0459  -1.8804  -8.4826   1.0512 -10.3630
2019090403  A    243.8952   1.3911   2.8390   0.4981  -9.8032   3.1615  -9.3051
2019090404  UD   313.7665  -1.2210   1.2747   1.8174  -3.7132   1.7651  -1.8958
